#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/app/Data_Files/genomes/GCA_025398375.1.fna	CP104666.1	35932	36405	-	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
/app/Data_Files/genomes/GCA_025398375.1.fna	CP104666.1	100068	101273	+	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
/app/Data_Files/genomes/GCA_025399135.1.fna	CP104649.1	5291777	5293009	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.54	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025563475.1.fna	CP102379.1	276852	278057	+	tet(B)_1	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AP000342	tet(B)	Doxycycline;Tetracycline;Minocycline
/app/Data_Files/genomes/GCA_025563475.1.fna	CP102379.1	375049	375864	+	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
/app/Data_Files/genomes/GCA_025563475.1.fna	CP102379.1	771181	772413	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025563475.1.fna	CP102379.1	4229741	4230400	+	catA1_1	1-660/660	===============	0/0	100.00	99.70	resfinder	V00622	catA1	Chloramphenicol
/app/Data_Files/genomes/GCA_025642235.1.fna	CP106756.1	1804862	1806094	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025757665.1.fna	CP107197.1	46639	47871	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.46	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114347.1	3046446	3047678	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	8874	9371	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	9769	10570	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	11048	11914	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	16227	17039	-	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	18424	19354	+	mph(A)_2	1-921/921	========/======	2/10	100.00	98.71	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	25571	26446	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	28391	29221	-	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	29352	29951	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114348.1	33331	34577	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114349.1	116	931	-	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114349.1	4616	5452	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_025778775.2.fna	CP114349.1	5452	6200	-	aph(3'')-Ib_5	56-804/804	.==============	0/0	93.16	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114340.1	3232908	3234140	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.81	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114341.1	9019	9516	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114341.1	9914	10715	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114341.1	11193	12059	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114341.1	16372	17184	-	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114341.1	21614	22544	-	mph(A)_2	1-921/921	========/======	2/10	100.00	98.71	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114341.1	113488	114734	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114341.1	119220	119702	+	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
/app/Data_Files/genomes/GCA_025779775.2.fna	CP114342.1	42537	43412	-	blaCTX-M-27_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY156923	blaCTX-M-27	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_025790905.1.fna	CP107258.1	232122	233297	+	oqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	oqxA	Nalidixic_acid;Ciprofloxacin
/app/Data_Files/genomes/GCA_025790905.1.fna	CP107258.1	233321	236473	+	oqxB_1	1-3153/3153	===============	0/0	100.00	98.76	resfinder	EU370913	oqxB	Nalidixic_acid;Ciprofloxacin
/app/Data_Files/genomes/GCA_025790905.1.fna	CP107258.1	2098567	2098986	+	fosA6_1	1-420/433	===============	0/0	97.00	98.33	resfinder	KU254579	fosA6	Fosfomycin
/app/Data_Files/genomes/GCA_025790905.1.fna	CP107258.1	3920385	3921245	-	blaSHV-190_1	1-861/861	===============	0/0	100.00	99.88	resfinder	KP868753	blaSHV-190	
/app/Data_Files/genomes/GCA_025808215.1.fna	CP107284.1	3251286	3252518	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.05	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025808215.1.fna	CP107285.1	58094	59340	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_025808215.1.fna	CP107285.1	65781	66254	+	dfrA5_1	1-474/474	===============	0/0	100.00	100.00	resfinder	X12868	dfrA5	Trimethoprim
/app/Data_Files/genomes/GCA_025808215.1.fna	CP107285.1	68032	68847	+	sul2_3	1-816/816	===============	0/0	100.00	100.00	resfinder	HQ840942	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_025808215.1.fna	CP107285.1	68908	69711	+	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_025808215.1.fna	CP107285.1	69711	70547	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	105411	106616	-	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2695915	2696751	-	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2696751	2697554	-	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2697615	2698430	-	sul2_3	1-816/816	===============	0/0	100.00	100.00	resfinder	HQ840942	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2701633	2702493	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2705699	2706514	+	sul2_3	1-816/816	===============	0/0	100.00	100.00	resfinder	HQ840942	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2706577	2707379	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2707379	2708215	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2709566	2710426	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2711837	2712758	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2718053	2718919	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2719440	2720228	-	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2720359	2720832	-	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2726856	2727516	-	catA1_1	1-660/660	========/======	1/1	100.00	99.55	resfinder	V00622	catA1	Chloramphenicol
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	2730506	2731711	+	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109601.1	3070695	3071927	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109602.1	19701	20562	-	blaTEM-1B_1	1-861/861	========/======	1/1	100.00	99.88	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109602.1	26679	27884	-	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	tet(B)	Doxycycline;Tetracycline;Minocycline
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109602.1	33470	34272	+	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	aph(3'')-Ib	Streptomycin
/app/Data_Files/genomes/GCA_025908275.1.fna	CP109602.1	34272	35108	+	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	aph(6)-Id	Streptomycin
/app/Data_Files/genomes/GCA_025995535.1.fna	AP026095.1	3590713	3591945	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.54	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025995615.1.fna	AP026097.1	1013817	1015049	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.54	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025995675.1.fna	AP026099.1	1053417	1054649	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.54	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_025996555.1.fna	AP026112.1	1012759	1013991	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.54	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	719	1585	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	4996	5640	-	qnrB6_2	1-645/645	===============	0/0	100.00	100.00	resfinder	EF523819	qnrB6	Ciprofloxacin
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	6186	7052	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	13674	14595	-	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Erythromycin;Azithromycin;Spiramycin;Telithromycin
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	29820	30632	-	blaNDM-4_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JQ348841	blaNDM-4	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	31594	32124	-	aac(6')-Ib_1	36-566/606	===============	0/0	87.62	99.44	resfinder	M21682	aac(6')-Ib	Amikacin;Tobramycin
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	75168	76314	-	blaCMY-6_1	1-1146/1146	========/======	1/1	100.00	99.91	resfinder	AJ011293	blaCMY-6	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	155378	155977	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	156034	156526	+	ARR-3_4	51-543/543	.==============	0/0	90.79	99.19	resfinder	FM207631	ARR-3	
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114351.1	156659	157132	+	dfrA27_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ459817	dfrA27	Trimethoprim
/app/Data_Files/genomes/GCA_026068995.2.fna	CP114353.1	3677861	3679093	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.46	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_026074235.1.fna	AP026907.1	3118349	3119581	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.86	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_026074235.1.fna	AP026908.1	67967	68440	-	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
/app/Data_Files/genomes/GCA_026074235.1.fna	AP026908.1	71984	72400	-	fosA3_1	1-417/417	===============	0/0	100.00	100.00	resfinder	AB522970	fosA3	Fosfomycin
/app/Data_Files/genomes/GCA_026074235.1.fna	AP026908.1	73012	73887	-	blaCTX-M-14_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF252622	blaCTX-M-14	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_026074235.1.fna	AP026908.1	79505	80320	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_026074235.1.fna	AP026908.1	82824	84037	-	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
/app/Data_Files/genomes/GCA_026074235.1.fna	AP026908.1	89271	90517	+	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_026074235.1.fna	AP026909.1	22481	24106	+	mcr-1.1_1	1-1626/1626	===============	0/0	100.00	100.00	resfinder	KP347127	mcr-1.1	Colistin
/app/Data_Files/genomes/GCA_027925625.1.fna	AP027165.1	1011338	1012570	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.30	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_027925625.1.fna	AP027168.1	11245	12435	-	tet(C)_3	1-1191/1191	===============	0/0	100.00	99.83	resfinder	AF055345	tet(C)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_027925625.1.fna	AP027168.1	15987	16954	+	ant(3'')-Ia_1	1-972/972	========/======	2/4	99.59	99.59	resfinder	X02340	ant(3'')-Ia	Streptomycin
/app/Data_Files/genomes/GCA_027925625.1.fna	AP027168.1	17432	18298	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_027925825.1.fna	AP027191.1	1058923	1060155	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.30	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_027925845.1.fna	AP027197.1	1022735	1023967	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.30	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_028743555.1.fna	CP117971.1	3518144	3519376	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.95	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_028743555.1.fna	CP117971.1	3529197	3530429	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.95	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_028743555.1.fna	CP117971.1	3540250	3541482	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.95	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118601.1	3255885	3257117	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.46	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	114039	115285	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	119031	119897	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	120434	120923	-	ARR-3_4	54-543/543	.==============	0/0	90.24	99.39	resfinder	FM207631	ARR-3	
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	120971	121603	-	catB3_2	1-633/633	===============	0/0	100.00	100.00	resfinder	U13880	catB3	Chloramphenicol
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	121741	122571	-	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	122702	123301	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Ciprofloxacin
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	124581	125365	-	aac(3)-IVa_1	1-786/786	========/======	1/1	99.87	99.75	resfinder	X01385	aac(3)-IVa	Gentamicin;Tobramycin
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	126236	127076	+	aph(4)-Ia_1	186-1026/1026	..=============	0/0	81.97	100.00	resfinder	V01499	aph(4)-Ia	
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	131923	132738	+	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	sul2	Sulfamethoxazole
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	135242	136455	-	floR_2	1-1214/1215	===============	0/0	99.92	98.19	resfinder	AF118107	floR	Chloramphenicol;Florfenicol
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	146647	147448	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Streptomycin
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	147710	148969	+	cmlA1_1	1-1260/1260	===============	0/0	100.00	99.92	resfinder	M64556	cmlA1	Chloramphenicol
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	149052	149853	+	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340	ant(3'')-Ia	Streptomycin
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	151535	152326	-	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418	sul3	Sulfamethoxazole
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	155027	155842	+	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	157141	157638	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	159947	160813	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	165877	167052	+	oqxA_1	1-1176/1176	===============	0/0	100.00	100.00	resfinder	EU370913	oqxA	Nalidixic_acid;Ciprofloxacin
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118602.1	167076	170228	+	oqxB_1	1-3153/3153	===============	0/0	100.00	100.00	resfinder	EU370913	oqxB	Nalidixic_acid;Ciprofloxacin
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118603.1	52572	53045	+	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118603.1	53176	53964	+	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	aadA5	Streptomycin
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118603.1	54484	55350	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118603.1	59663	60475	-	blaNDM-13_1	1-813/813	===============	0/0	100.00	100.00	resfinder	LC012596	blaNDM-13	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam
/app/Data_Files/genomes/GCA_028898885.1.fna	CP118604.1	18730	20355	+	mcr-1.1_1	1-1626/1626	===============	0/0	100.00	100.00	resfinder	KP347127	mcr-1.1	Colistin
/app/Data_Files/genomes/GCA_029536675.1.fna	CP120557.1	5074141	5075373	+	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_029536675.1.fna	CP120559.1	26232	27092	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_029623635.1.fna	CP121087.1	1312071	1313303	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.57	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_029623635.1.fna	CP121088.1	63289	64535	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	99.92	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
/app/Data_Files/genomes/GCA_029623635.1.fna	CP121088.1	69115	69771	-	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
/app/Data_Files/genomes/GCA_029623635.1.fna	CP121088.1	72788	73648	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_029636765.1.fna	CP047469.1	3061063	3062295	-	mdf(A)_1	1-1233/1233	===============	0/0	100.00	99.92	resfinder	Y08743	mdf(A)	
/app/Data_Files/genomes/GCA_029636765.1.fna	CP047470.1	25237	26097	+	blaTEM-32_1	1-861/861	===============	0/0	100.00	99.77	resfinder	CXLQ01000061	blaTEM-32	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
/app/Data_Files/genomes/GCA_029636765.1.fna	CP047471.1	18738	19598	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
/app/Data_Files/genomes/GCA_029636765.1.fna	CP047471.1	24184	25233	+	cfr_1	1-1050/1050	===============	0/0	100.00	99.81	resfinder	AM408573	cfr	Chloramphenicol;Florfenicol;Clindamycin;Lincomycin;Linezolid;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin
/app/Data_Files/genomes/GCA_029636765.1.fna	CP047471.1	27205	27678	-	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	dfrA17	Trimethoprim
